,Date,SP500-PE,SP500-Price,SP500-EPS,SP500-Index,EPS-GR,gdp,IPMAN,GS10,AMTMNO,CPIFABSL,LES1252881600Q,PCE,PPIACO,TTLCONS,SLRTTO01USQ657S,HousingSales,UnemploymentRate
173,1984-01-01,11.52,166.4,14.444444444444445,246.0064651612751,2.97377669640444,3908.054,48.7835,11.67,,101.9,313.0,2419.4,102.9,,1.37779085067006,76200,8.0
174,1984-02-01,10.59,157.3,14.85363550519358,252.9754868372319,2.8328611898017053,,49.3219,11.84,,102.5,,2403.5,103.2,,,79200,7.8
175,1984-03-01,10.31,157.4,15.266731328806983,260.01101137615626,2.7811092002962168,,49.5399,12.32,,102.8,,2431.6,103.9,,,78400,7.8
176,1984-04-01,10.12,157.6,15.57312252964427,265.22922634900624,2.0069207627906094,4009.601,49.7923,12.63,,102.8,312.0,2457.5,104.0,,1.30960503625487,79600,7.7
177,1984-05-01,9.86,156.6,15.882352941176471,270.4957965347957,1.9856673633920519,,49.9335,13.41,,102.6,,2474.5,104.1,,,81400,7.4
178,1984-06-01,9.45,153.1,16.201058201058203,275.92373491715176,2.006662747403487,,50.1659,13.56,,103.0,,2495.6,104.0,,,80500,7.2
179,1984-07-01,9.26,151.1,16.317494600431964,277.9067884804934,0.7186962600143953,4084.25,50.3687,13.36,,103.2,313.0,2494.6,104.2,,-1.18201303987762,80700,7.5
180,1984-08-01,10.0,164.4,16.44,279.99320450201736,0.7507610853739521,,50.4624,12.72,,103.8,,2512.2,103.8,,,82000,7.5
181,1984-09-01,10.03,166.1,16.560319042871388,282.0423842085974,0.7318676573685234,,50.2846,12.52,,103.7,,2533.8,103.4,,,81300,7.3
182,1984-10-01,9.94,164.8,16.579476861167002,282.3686651657663,0.11568507977424147,4148.551,50.5399,12.16,,103.9,316.0,2531.3,103.4,,1.51119333336841,80100,7.4
183,1984-11-01,10.01,166.3,16.613386613386616,282.9461895080923,0.2045284812275172,,50.677,11.57,,104.0,,2571.4,103.7,,,82500,7.2
184,1984-12-01,9.89,164.5,16.632962588473205,283.2795921842325,0.11783253795354387,,50.8267,11.5,,104.4,,2582.6,103.5,,,78300,7.3
185,1985-01-01,10.36,171.6,16.563706563706564,282.1000778104197,-0.4163781671380429,4230.168,50.6737,11.38,,104.5,314.0,2618.8,103.4,,1.07105168676458,82500,7.3
186,1985-02-01,10.98,180.9,16.475409836065573,280.59627709757035,-0.533073483893165,,50.4645,11.51,,105.0,,2640.8,103.3,,,82000,7.2
187,1985-03-01,10.95,179.4,16.38356164383562,279.0319906212819,-0.5574865399031959,,50.8501,11.86,,105.4,,2648.5,103.1,,,84200,7.2
188,1985-04-01,11.2,180.6,16.125,274.62837120407727,-1.578177257525104,4294.887,50.6841,11.43,,105.3,323.0,2659.5,103.3,,1.30931406381012,85600,7.3
189,1985-05-01,11.65,184.9,15.871244635193133,270.30660856710324,-1.5736766809728242,,50.7775,10.85,,105.1,,2696.4,103.5,,,80100,7.2
190,1985-06-01,12.1,188.9,15.611570247933885,265.884037775387,-1.6361312123148952,,50.7946,10.16,,105.4,,2689.4,103.3,,,86300,7.4
191,1985-07-01,12.43,192.5,15.486725663716815,263.757782592926,-0.799692678150643,4386.773,50.5746,10.31,,105.4,320.0,2715.7,103.2,,1.28958313714036,82100,7.4
192,1985-08-01,12.26,188.3,15.35889070146819,261.5805976338392,-0.8254486133768335,,50.8314,10.33,,105.5,,2752.1,102.7,,,83300,7.1
193,1985-09-01,12.09,184.1,15.227460711331679,259.34218497532396,-0.8557257987645506,,50.8941,10.37,,105.7,,2794.7,102.1,,,84700,7.1
194,1985-10-01,12.39,186.2,15.02824858757062,255.9493601026043,-1.3082425726622549,4444.094,50.7794,10.24,,105.9,320.0,2755.8,102.9,,-0.903227631873691,85400,7.1
195,1985-11-01,13.33,197.5,14.816204051012754,252.3379836252331,-1.4109730440128643,,51.1419,9.78,,106.5,,2771.1,103.4,,,87200,7.0
196,1985-12-01,14.19,207.3,14.608879492600424,248.80699411903885,-1.3993095512082832,,51.3224,9.26,,107.3,,2811.3,103.6,,,87900,7.0
197,1986-01-01,14.28,208.2,14.579831932773109,248.31227882956108,-0.19883496090188357,4507.894,51.9409,9.19,,107.5,321.0,2827.1,103.2,,0.579481867385068,86600,6.7
198,1986-02-01,15.08,219.4,14.549071618037136,247.78839323987643,-0.2109785275839049,,51.6698,8.7,,107.4,,2820.2,101.7,,,89700,7.2
199,1986-03-01,16.0,232.3,14.51875,247.2719791887874,-0.20840929808568776,,51.482,7.78,,107.6,,2823.6,100.3,,,88700,7.2
200,1986-04-01,16.32,238.0,14.583333333333334,248.37191194167198,0.44482709140478693,4545.34,51.6179,7.3,,107.8,328.0,2835.2,99.6,,1.35321749283246,92500,7.1
201,1986-05-01,16.28,238.5,14.649877149877149,249.50523410918396,0.45630045630045135,,51.6696,7.71,,108.2,,2857.5,100.0,,,92100,7.2
202,1986-06-01,16.68,245.3,14.706235011990408,250.46507707828215,0.38469853048379576,,51.4726,7.8,,108.3,,2861.7,99.9,,,91200,7.2
203,1986-07-01,16.28,240.2,14.754299754299753,251.2836781258951,0.3268324099958697,4607.669,51.744,7.3,,109.1,328.0,2881.2,99.4,,2.94820254806597,94100,7.0
204,1986-08-01,16.55,245.0,14.803625377643504,252.12375351178787,0.3343135503897976,,51.9034,7.17,,110.0,,2898.6,99.3,,,91500,6.9
205,1986-09-01,16.05,238.3,14.847352024922118,252.86847152235163,0.2953779642698162,,52.0594,7.45,,110.1,,2971.8,99.4,,,95000,7.0
206,1986-10-01,16.12,237.4,14.727047146401985,250.8195330519089,-0.8102783467260344,4657.627,52.2521,7.43,,110.4,331.0,2932.9,99.7,,0.312533334317702,96400,7.0
207,1986-11-01,16.78,245.1,14.606674612634087,248.7694423302726,-0.817356884725573,,52.4352,7.25,,111.0,,2928.4,99.8,,,94000,6.9
208,1986-12-01,17.17,248.6,14.478741991846242,246.59059412743014,-0.875850418939228,,52.9739,7.11,,111.3,,2997.1,99.7,,,95000,6.6
209,1987-01-01,18.01,264.5,14.686285397001665,250.12531085995616,1.4334353445368597,4722.156,52.7867,7.08,,111.9,328.0,2935.5,100.5,,-1.59078083732032,98500,6.6
210,1987-02-01,18.86,280.9,14.893955461293743,253.66218475170058,1.4140407780341535,,53.5672,7.25,,112.2,,3001.7,101.0,,,95200,6.6
211,1987-03-01,19.37,292.5,15.100671140939596,257.1828043116066,1.3879165959846285,,53.5742,7.25,,112.4,,3013.3,101.2,,,98400,6.6
212,1987-04-01,19.45,289.3,14.874035989717225,253.32293191236386,-1.5008283347614837,4806.16,53.8949,8.02,,112.6,328.0,3038.8,101.9,,2.20197046992328,96500,6.3
213,1987-05-01,19.74,289.1,14.645390070921987,249.42881369461526,-1.5372150434038612,,54.2745,8.61,,113.2,,3048.4,102.6,,,104900,6.3
214,1987-06-01,20.9,301.4,14.421052631578947,245.60807412457666,-1.531795590671603,,54.4821,8.4,,113.8,,3072.8,103.0,,,109000,6.2
215,1987-07-01,20.81,310.1,14.901489668428642,253.79050146697324,3.3314977007825597,4884.555,54.9168,8.45,,113.7,330.0,3094.7,103.5,,1.3113559305433,105000,6.1
216,1987-08-01,21.42,329.4,15.378151260504199,261.9086283908338,3.198751283809198,,55.2029,8.76,,113.9,,3130.8,103.8,,,106800,6.0
217,1987-09-01,20.09,318.7,15.863613738178199,270.1766451055195,3.156832505093221,,55.5814,9.42,,114.4,,3126.5,103.7,,,106500,5.9
218,1987-10-01,17.08,280.2,16.405152224824356,279.3997044873462,3.4137145267402857,5007.994,56.4697,9.52,,114.6,328.0,3134.5,104.1,,-0.870308584363988,106500,6.0
219,1987-11-01,14.45,245.0,16.955017301038062,288.7645758214594,3.3517828343076816,,56.7507,8.86,,114.7,,3144.2,104.2,,,117000,5.8
220,1987-12-01,13.77,241.0,17.501815541031227,298.07721520295274,3.2249937011841867,,57.1648,8.99,,115.2,,3174.1,104.2,,,111800,5.7
221,1988-01-01,14.02,250.5,17.867332382310984,304.3024117777322,2.088450997685576,5073.372,57.0335,8.67,,115.6,329.0,3213.7,104.6,,1.54466823299808,119000,5.7
222,1988-02-01,14.16,258.1,18.227401129943505,310.4348206883561,2.0152350665900043,,57.2317,8.21,,115.7,,3221.4,104.8,,,110900,5.7
223,1988-03-01,14.29,265.7,18.593421973407978,316.66860103362063,2.0080802570542122,,57.3964,8.37,,115.9,,3260.5,104.9,,,108900,5.7
224,1988-04-01,13.39,262.6,19.611650485436893,334.01027159312775,5.476283566764484,5190.036,57.9301,8.72,,116.5,325.0,3263.0,105.8,,0.518262859885776,111000,5.4
225,1988-05-01,12.41,256.1,20.63658340048348,351.4661262940699,5.226143081673196,,57.8111,9.09,,116.9,,3293.6,106.5,,,110000,5.6
226,1988-06-01,12.49,270.7,21.673338670936747,369.12333009325266,5.023870717034384,,57.9382,8.92,,117.6,,3318.5,107.2,,,111500,5.4
227,1988-07-01,12.22,269.1,22.02127659574468,375.04913633015997,1.6053729888626078,5282.835,57.9195,9.06,,118.8,325.0,3342.7,107.9,,-0.0426823899191338,118000,5.4
228,1988-08-01,11.78,263.7,22.38539898132428,381.25058362756573,1.6535026205063863,,58.02,9.26,,119.4,,3368.0,108.0,,,110000,5.6
229,1988-09-01,11.79,268.0,22.73112807463953,387.1387707764048,1.5444401665732466,,58.2081,8.98,,120.0,,3375.0,108.1,,,116600,5.4
230,1988-10-01,12.02,277.4,23.07820299500832,393.04987899759334,1.5268706384880648,5399.509,58.4369,8.8,,120.3,324.0,3413.7,108.2,,1.7789847413749,112900,5.4
231,1988-11-01,11.57,271.0,23.422644770959376,398.9161415652881,1.4924982505161166,,58.6715,8.96,,120.5,,3430.2,108.3,,,110400,5.3
232,1988-12-01,11.64,276.5,23.754295532646047,404.56455759571304,1.4159407057988016,,58.9316,9.11,,121.0,,3459.7,109.0,,,121000,5.3
233,1989-01-01,11.82,285.4,24.145516074450082,411.2275194671685,1.646946512332348,5511.253,59.4458,9.09,,121.5,323.0,3483.7,110.5,,-0.355864114437026,113000,5.4
234,1989-02-01,11.97,294.0,24.561403508771928,418.3105885333422,1.7224209788662348,,58.8424,9.17,,122.3,,3488.0,110.8,,,118000,5.2
235,1989-03-01,11.73,292.7,24.953111679454388,424.9818553179532,1.594811837778587,,58.7762,9.36,,123.1,,3498.8,111.5,,,123000,5.0
236,1989-04-01,12.07,302.3,25.045567522783763,426.55649083186614,0.37051829253624824,5612.463,58.8847,9.18,,123.7,322.0,3543.0,112.3,,0.635242561275651,116700,5.2
237,1989-05-01,12.49,313.9,25.132105684547636,428.03034102797204,0.34552286221962714,,58.4046,8.86,,124.6,,3551.8,113.2,,,119000,5.2
238,1989-06-01,12.84,323.7,25.210280373831775,429.36175111091706,0.31105507141093724,,58.5115,8.28,,124.9,,3566.6,112.9,,,122800,5.3
239,1989-07-01,13.43,331.9,24.71332836932241,420.89805377355225,-1.9712275989806072,5695.365,57.7941,8.02,,125.4,322.0,3585.7,112.8,,0.970568844940495,116000,5.2
240,1989-08-01,14.32,346.6,24.203910614525142,412.2220495402243,-2.0613077574351713,,58.3755,8.11,,125.7,,3620.6,112.0,,,122900,5.2
241,1989-09-01,14.66,347.3,23.69031377899045,403.4748704767539,-2.121958074107555,,58.2623,8.19,,126.1,,3621.9,112.4,,,120000,5.3
242,1989-10-01,14.84,347.4,23.409703504043126,398.6957360425268,-1.1844937030601188,5747.237,58.1012,8.01,,126.7,322.0,3633.6,112.8,,-1.00036151608988,123000,5.3
243,1989-11-01,14.7,340.2,23.142857142857142,394.1510178078451,-1.1398963730569922,,58.2235,7.87,,127.2,,3643.3,112.7,,,125000,5.4
244,1989-12-01,15.24,348.6,22.874015748031496,389.57232172268544,-1.1616603480120502,,58.2664,7.84,,127.7,,3684.2,113.0,,,125200,5.4
245,1990-01-01,15.13,339.97,22.4699272967614,382.69020369510815,-1.7665829022823432,5872.701,58.1907,8.21,,129.4,319.0,3730.7,114.9,,1.32655849843666,125000,5.4
246,1990-02-01,14.97,330.45,22.074148296593183,375.94960573089253,-1.7613719659220317,,59.0064,8.47,,130.5,,3728.2,114.4,,,126900,5.3
247,1990-03-01,15.62,338.46,21.668373879641486,369.0387736562427,-1.8382336274071487,,59.3297,8.59,,130.7,,3754.9,114.2,,,119400,5.2
248,1990-04-01,15.7,338.18,21.540127388535034,366.85457985995106,-0.5918602467301248,5960.028,59.127,8.79,,130.6,319.0,3770.0,114.1,,-1.35408104131065,130000,5.4
249,1990-05-01,16.37,350.25,21.395846059865608,364.39729326846924,-0.6698257910313976,,59.2784,8.76,,130.9,,3775.8,114.6,,,125000,5.4
250,1990-06-01,16.95,360.39,21.261946902654866,362.1168276901508,-0.625818473530293,,59.4813,8.48,,131.8,,3804.5,114.3,,,125000,5.2
251,1990-07-01,16.81,360.03,21.417608566329566,364.7679352345787,0.7321138764355695,6015.116,59.3302,8.47,,132.5,313.0,3821.7,114.5,,-0.343833186382749,118700,5.5
252,1990-08-01,15.33,330.75,21.575342465753426,367.45433547535026,0.7364683080063106,,59.5568,8.75,,132.9,,3848.3,116.5,,,118400,5.7
253,1990-09-01,14.51,315.41,21.737422467263958,370.2147551230769,0.7512279435091251,,59.4998,8.89,,133.3,,3870.1,118.4,,,113000,5.9
254,1990-10-01,14.21,307.12,21.61294862772695,368.09481417364645,-0.5726246509882293,6004.733,59.089,8.72,,133.8,312.0,3870.6,120.8,,-1.66830284378564,120000,5.9
255,1990-11-01,14.68,315.29,21.477520435967303,365.7883072764021,-0.6266067351213156,,58.3864,8.39,,134.2,,3871.9,120.1,,,118900,6.2
256,1990-12-01,15.41,328.75,21.333549643088904,363.3363094873073,-0.670332468348156,,57.9173,8.08,,134.3,,3861.3,118.7,,,127000,6.3
257,1991-01-01,15.35,325.49,21.20456026058632,361.1394633465752,-0.604631599806793,6035.178,57.5281,8.09,,135.2,316.0,3841.0,119.0,,-2.05005537370711,117900,6.4
258,1991-02-01,17.19,362.26,21.073880162885395,358.9138222687213,-0.6162829886353527,,57.1164,7.85,,135.7,,3866.7,117.2,,,119900,6.6
259,1991-03-01,17.78,372.28,20.93813273340832,356.60187836469464,-0.6441501442916442,,56.7293,8.11,,135.9,,3913.0,116.2,,,122500,6.8
260,1991-04-01,18.58,379.68,20.43487621097955,348.030807415706,-2.403540606205956,6126.862,56.9895,8.04,,136.6,312.0,3907.1,116.0,,1.17189231607952,121000,6.7
261,1991-05-01,18.98,377.99,19.915173867228663,339.1796441180163,-2.543212586096566,,57.3813,8.07,,137.1,,3933.2,116.5,,,116000,6.9
262,1991-06-01,19.49,378.29,19.409440738840434,330.56639355595723,-2.539436169424747,,57.9485,8.28,,137.8,,3940.5,116.4,,,119000,6.9
263,1991-07-01,20.14,380.23,18.879344587884805,321.53821107419014,-2.731125322404826,6205.937,58.2618,8.27,,137.2,312.0,3966.0,116.1,,-0.454806725306822,120000,6.8
264,1991-08-01,21.22,389.4,18.35061262959472,312.53326245349257,-2.800584288447072,,58.3109,7.9,,136.8,,3969.1,116.2,,,120800,6.9
265,1991-09-01,21.73,387.2,17.81868384721583,303.4738680286068,-2.898697679013884,,58.961,7.65,,137.0,,3984.7,116.1,,,120000,6.9
266,1991-10-01,22.49,386.88,17.202312138728324,292.97630782034645,-3.459131514833036,6264.54,58.8685,7.53,,136.9,313.0,3976.0,116.4,,-1.3598812094643,122600,7.0
267,1991-11-01,23.27,385.92,16.584443489471422,282.45325288927756,-3.591776758113041,,58.7682,7.42,,137.4,,4003.6,116.4,,,118500,7.0
268,1991-12-01,24.33,388.51,15.968351829017674,271.9604622397998,-3.71487690162694,,58.6438,7.09,,137.6,,4020.5,115.9,,,122000,7.3
269,1992-01-01,25.93,416.08,16.04627844195912,273.28764728076476,0.48800661317993654,6363.102,58.3307,7.03,,137.3,315.0,4084.7,115.6,,1.22389974586934,120000,7.3
270,1992-02-01,25.6,412.56,16.115624999999998,274.46870354640043,0.4321659897134955,,58.8926,7.34,223500.0,137.8,,4099.5,116.0,,,117200,7.4
271,1992-03-01,25.16,407.36,16.190779014308426,275.7486678588948,0.4663425359452633,,59.5003,7.54,233732.0,138.3,,4117.0,116.1,,,120000,7.4
272,1992-04-01,24.73,407.41,16.47432268499798,280.5777615920233,1.7512663871143808,6470.763,59.8441,7.48,238173.0,138.2,313.0,4131.5,116.3,,0.561962922672521,120000,7.4
273,1992-05-01,24.75,414.81,16.76,285.4431938840518,1.73407623769668,,60.1968,7.39,241916.0,138.1,,4158.4,117.2,,,113000,7.6
274,1992-06-01,23.95,408.27,17.046764091858037,290.3271353083488,1.7110029347138234,,60.3944,7.26,240660.0,138.4,,4177.1,118.0,,,124500,7.8
275,1992-07-01,23.88,415.05,17.38065326633166,296.0136742322784,1.95866601235537,6566.641,60.9707,6.84,238609.0,138.3,314.0,4204.8,117.9,,0.924589574268879,118000,7.7
276,1992-08-01,23.6,417.93,17.708898305084745,301.6040866569965,1.8885656006321305,,60.6883,6.59,235633.0,139.1,,4220.9,117.7,,,123500,7.6
277,1992-09-01,23.2,418.48,18.03793103448276,307.2079144118745,1.858007899359504,,60.7776,6.42,239052.0,139.7,,4255.3,118.0,,,119500,7.6
278,1992-10-01,22.43,412.5,18.390548372715113,313.2134167533982,1.9548657634750999,6680.803,61.1751,6.59,242803.0,139.7,312.0,4284.7,118.1,,0.942755312014454,125000,7.3
279,1992-11-01,22.56,422.84,18.74290780141844,319.2145265818133,1.9159810874704641,,61.4273,6.87,240286.0,139.6,,4300.5,117.8,,,128900,7.4
280,1992-12-01,22.82,435.64,19.090271691498685,325.1305563088117,1.8533084287698287,,61.3676,6.77,244173.0,139.6,,4336.4,117.6,,,126000,7.4
281,1993-01-01,22.5,435.23,19.343555555555557,329.4442887142823,1.3267692998296443,6729.459,61.9438,6.6,239924.0,140.0,315.0,4340.7,118.0,458080.0,0.533936233021798,118000,7.3
282,1993-02-01,22.55,441.7,19.587583148558757,333.6003755605037,1.2615446643319483,,62.0967,6.26,247176.0,140.4,,4355.3,118.4,462967.0,,129400,7.1
283,1993-03-01,22.69,450.16,19.839576906126048,337.8921358826309,1.2864974492058812,,61.9756,5.98,245506.0,140.4,,4352.5,118.7,458399.0,,125000,7.0
284,1993-04-01,22.53,443.08,19.66622281402574,334.9397047536344,-0.873779178460099,6808.939,62.3009,5.97,244703.0,140.8,317.0,4393.4,119.3,469425.0,1.64286424406583,127000,7.1
285,1993-05-01,22.83,445.25,19.502847130968025,332.1572180725495,-0.8307425610026065,,62.2327,6.04,245194.0,141.7,,4422.4,119.7,468998.0,,129900,7.1
286,1993-06-01,23.18,448.06,19.329594477998274,329.20651457537934,-0.8883454390341217,,62.1256,5.96,249521.0,141.4,,4440.0,119.5,480247.0,,124500,7.0
287,1993-07-01,22.72,447.29,19.68705985915493,335.29458498709397,1.8493165056491012,6882.098,62.2911,5.81,245765.0,141.4,319.0,4468.9,119.2,483571.0,1.3797962811646,123900,6.9
288,1993-08-01,22.65,454.13,20.049889624724063,341.474017392837,1.8429860434462375,,62.1896,5.68,246562.0,141.9,,4481.1,118.7,491494.0,,126600,6.8
289,1993-09-01,22.5,459.24,20.410666666666668,347.6184894174276,1.7993966485367663,,62.6277,5.36,245731.0,142.1,,4511.5,118.7,497297.0,,129400,6.7
290,1993-10-01,22.19,463.9,20.905813429472733,356.0514412919331,2.4259215580386018,7013.738,63.1862,5.33,251656.0,142.7,319.0,4532.8,119.1,492823.0,1.38238901983744,125000,6.8
291,1993-11-01,21.63,462.89,21.400369856680538,364.4743390328688,2.3656406811255026,,63.4892,5.72,247827.0,143.0,,4554.1,119.0,515934.0,,130000,6.6
292,1993-12-01,21.29,465.95,21.885861906998592,372.7428594056672,2.26861523221058,,63.8832,5.77,250057.0,143.5,,4571.1,118.6,533150.0,,125000,6.5
293,1994-01-01,21.34,472.99,22.16447985004686,377.4880620033464,1.2730498996668338,7115.652,63.9601,5.75,257125.0,143.6,316.0,4585.1,119.1,513314.0,1.5905642995456,126000,6.6
294,1994-02-01,21.02,471.58,22.434823977164605,382.09235144799345,1.2197178952393584,,64.0819,5.97,256624.0,143.4,,4632.6,119.3,513196.0,,129900,6.6
295,1994-03-01,20.42,463.81,22.713516160626835,386.8388184502595,1.2422303101013776,,64.9342,6.48,257190.0,143.4,,4646.0,119.7,521040.0,,132300,6.5
296,1994-04-01,19.0,447.23,23.53842105263158,400.88795252092854,3.631779800939383,7246.931,65.5367,6.97,260006.0,143.7,317.0,4671.1,119.7,528063.0,1.33500690466207,129000,6.4
297,1994-05-01,18.5,450.9,24.37297297297297,415.10138722285666,3.5454881127130022,,65.9732,7.18,263419.0,144.0,,4669.5,119.9,532328.0,,129900,6.1
298,1994-06-01,18.05,454.83,25.1983379501385,429.15835710365417,3.386394339667853,,66.2023,7.1,267027.0,144.4,,4708.9,120.5,536198.0,,133500,6.1
299,1994-07-01,17.42,451.4,25.912743972445462,441.3255609662616,2.8351315222480133,7331.075,66.4961,7.3,267694.0,145.2,314.0,4720.6,120.7,537232.0,1.21508722316594,124400,6.1
300,1994-08-01,17.44,464.24,26.61926605504587,453.3584917423399,2.7265429062691915,,67.0497,7.24,269994.0,145.6,,4762.6,121.2,537960.0,,133300,6.0
301,1994-09-01,17.09,466.96,27.323581041544763,465.3538329861733,2.6458843194340664,,67.3207,7.46,270377.0,145.8,,4775.0,121.0,538215.0,,129700,5.9
302,1994-10-01,16.32,463.81,28.41973039215686,484.0225902422977,4.011733853426569,7455.288,67.9952,7.74,275087.0,145.8,314.0,4812.9,120.9,533273.0,1.65466524587531,132000,5.8
303,1994-11-01,15.62,461.01,29.514084507042256,502.6607724495198,3.8506843653499656,,68.5539,7.96,276477.0,146.2,,4825.6,121.5,539150.0,,129900,5.6
304,1994-12-01,14.88,455.19,30.590725806451612,520.9972838558971,3.647889871537302,,69.3168,7.81,282738.0,147.2,,4841.6,121.9,541794.0,,135000,5.5
305,1995-01-01,14.89,465.25,31.245802552048353,532.1540379431466,2.1414226970011496,7522.289,69.4444,7.78,279692.0,147.2,313.0,4851.2,122.9,543930.0,-0.706076407637818,127900,5.6
306,1995-02-01,15.11,481.92,31.894109861019196,543.1955002874791,2.0748620807256035,,69.244,7.47,284915.0,147.7,,4850.8,123.5,537826.0,,135000,5.4
307,1995-03-01,15.15,493.15,32.55115511551155,554.3857804765398,2.060083373875221,,69.4426,7.2,282195.0,147.5,,4885.4,123.9,542715.0,,130000,5.4
308,1995-04-01,15.31,507.91,33.17504898758981,565.0114522838612,1.916656628203528,7580.997,69.2846,7.06,283370.0,148.5,314.0,4890.2,124.6,543096.0,0.721780822439929,134000,5.8
309,1995-05-01,15.5,523.81,33.79419354838709,575.556237541016,1.8662958448950384,,69.5089,6.63,282955.0,148.7,,4933.1,124.9,542566.0,,133900,5.6
310,1995-06-01,15.67,539.35,34.41927249521379,586.2020926133246,1.8496637475065025,,69.8331,6.17,281900.0,148.8,,4977.5,125.3,546131.0,,133700,5.6
311,1995-07-01,16.07,557.37,34.683883011823276,590.7087316942507,0.7687859080876436,7683.125,69.3542,6.28,281269.0,149.0,317.0,4970.2,125.3,547342.0,0.99644719976366,131000,5.7
312,1995-08-01,16.01,559.11,34.92254840724547,594.7734937908444,0.6881161354997056,,70.1963,6.49,285979.0,149.1,,5005.3,125.1,550996.0,,134900,5.7
313,1995-09-01,16.45,578.77,35.18358662613982,599.2192922948425,0.7474775776678211,,70.8715,6.2,293326.0,149.6,,5020.5,125.2,554011.0,,130000,5.6
314,1995-10-01,16.76,582.92,34.78042959427207,592.3530374730558,-1.145866782007443,7772.586,70.8105,6.04,287568.0,150.0,313.0,5013.9,125.3,555132.0,0.664777558269217,135200,5.5
315,1995-11-01,17.33,595.53,34.36410848240046,585.2625823505026,-1.1969981875674551,,70.8769,5.93,287704.0,150.0,,5055.6,125.4,557445.0,,137000,5.6
316,1995-12-01,18.1,614.57,33.95414364640884,578.2803823406219,-1.1930029734412706,,71.1869,5.71,297684.0,150.3,,5097.5,125.7,557953.0,,138600,5.6
317,1996-01-01,18.08,614.42,33.98340707964602,578.7787742169486,0.08618516061522641,7868.468,70.7137,5.65,285822.0,150.8,312.0,5085.7,126.3,575138.0,0.699953993238676,131900,5.6
318,1996-02-01,19.1,649.54,34.00732984293193,579.1862079853771,0.0703954233601145,,71.7652,5.81,277940.0,151.2,,5132.8,126.2,568052.0,,139400,5.5
319,1996-03-01,19.01,647.07,34.03840084166228,579.715384901532,0.09136559345839235,,71.5897,6.27,298862.0,151.9,,5173.3,126.4,574538.0,,137000,5.5
320,1996-04-01,18.85,647.17,34.33262599469496,584.7263972763932,0.8643918214646273,8032.84,72.5121,6.51,290320.0,152.5,312.0,5208.0,127.4,590464.0,1.15565973058823,140000,5.6
321,1996-05-01,19.1,661.23,34.61937172774869,589.6100260279136,0.8351989536076854,,73.0722,6.74,298700.0,152.4,,5223.8,128.1,600186.0,,136500,5.6
322,1996-06-01,19.15,668.5,34.90861618798956,594.5362111439292,0.8354988718903389,,73.8066,6.91,299606.0,153.3,,5229.8,128.0,602150.0,,140000,5.3
323,1996-07-01,18.26,644.07,35.27217962760131,600.7281389113665,1.0414719324704613,8131.408,74.1398,6.87,298909.0,153.8,314.0,5251.9,128.0,599899.0,0.135594124431104,144200,5.5
324,1996-08-01,18.6,662.68,35.62795698924731,606.7874602968006,1.0086628198264114,,74.4438,6.64,293231.0,154.3,,5275.0,128.3,603959.0,,137000,5.1
325,1996-09-01,18.75,674.88,35.9936,613.0148056912295,1.0262811613448442,,75.0938,6.83,302015.0,155.0,,5296.6,128.2,615466.0,,139000,5.2
326,1996-10-01,19.0,701.46,36.91894736842105,628.7745973555676,2.5708663996406367,8259.771,74.9676,6.53,301595.0,155.9,313.0,5328.5,128.0,621761.0,0.933253187417218,143800,5.2
327,1996-11-01,19.45,735.67,37.82365038560411,644.1827905978869,2.4505114085590307,,75.6366,6.2,309537.0,156.4,,5351.2,128.2,620812.0,,143500,5.4
328,1996-12-01,19.19,743.25,38.73110995310057,659.6379312462657,2.3991855842709464,,76.2699,6.3,300179.0,156.6,,5378.6,129.1,606078.0,,144900,5.4
329,1997-01-01,19.53,766.22,39.23297491039426,668.1853021477214,1.2957670407623079,8362.655,76.355,6.58,300765.0,156.3,313.0,5411.1,129.7,608608.0,0.992769488463534,145000,5.3
330,1997-02-01,20.09,798.39,39.74066699850672,676.831916177583,1.294044332024269,,77.4119,6.42,310604.0,156.9,,5434.0,128.5,615415.0,,143000,5.2
331,1997-03-01,19.69,792.16,40.23158963941086,685.1929261161077,1.235315554524008,,78.179,6.69,307465.0,157.0,,5454.2,127.3,620467.0,,148000,5.2
332,1997-04-01,18.94,763.93,40.33421330517423,686.9407320184696,0.2550823039386918,8518.825,78.0751,6.89,313694.0,157.0,314.0,5459.3,127.0,616175.0,-0.53485040527189,150000,5.1
333,1997-05-01,20.6,833.09,40.44126213592233,688.7639038651455,0.2654045337097566,,78.6235,6.71,308733.0,157.1,,5460.2,127.4,624743.0,,141000,4.9
334,1997-06-01,21.61,876.29,40.55020823692735,690.6193885329312,0.2693934245643792,,79.11,6.49,315090.0,157.4,,5494.2,127.2,626396.0,,145000,5.0
335,1997-07-01,22.8,925.29,40.5828947368421,691.1760794000289,0.0806074773371579,8662.823,79.6685,6.22,318485.0,157.7,314.0,5548.8,126.9,637410.0,1.65678406399551,145900,4.9
336,1997-08-01,22.83,927.24,40.6149802890933,691.722535397172,0.07906176348251304,,80.6979,6.3,319106.0,158.2,,5587.0,127.2,639593.0,,144000,4.8
337,1997-09-01,23.06,937.02,40.633998265394624,692.0464346750157,0.046825029006414276,,81.4513,6.21,318687.0,158.4,,5601.7,127.5,646526.0,,146300,4.9
