Date,SP500-EPS-Index,SP500-EPS-Ensemble-Pred,SP500-EPS-Ensemble_Pred_Smth,SP500-EPS-Ensemble-Pred-Smth
1975-08-01,133.310099867057,-31.20646637227294,2.5261903270860355e-15,39.75021788493697
1975-09-01,132.175355458539,-31.20646637227294,2.9988247006754953e-15,46.38172824978213
1975-10-01,133.255730887474,-31.20646637227294,2.6093594767964394e-15,58.52384550766652
1975-11-01,134.443619533259,97.0226942931421,1.559297785922014e-15,76.32503565564039
1975-12-01,135.607624042429,136.43829069036587,1.4526400922375585e-15,99.35209246827705
1976-01-01,139.563761512228,141.91313344168378,1.6937857258927407e-15,126.59111040354199
1976-02-01,143.495846899251,308.43205436336405,1.6361171054160977e-15,156.53632049701983
1976-03-01,147.545503032261,308.43205436336405,2.0894870689655116e-15,187.3514911423737
1976-04-01,150.780277484064,308.43205436336405,2.1601955395152054e-15,217.07959519242988
1976-05-01,154.16450286837,137.02242916416662,2.7584359076161703e-15,243.8709621123335
1976-06-01,157.47301291187,137.02242916416662,3.523442381302562e-15,266.19866516628053
1976-07-01,159.304559472616,232.07245278431978,3.4874636872775915e-15,-1.616598728573513e-26
1976-08-01,160.962918333758,293.3953958812627,4.2012518905239904e-15,-1.567849493597436e-26
1976-09-01,162.605735238865,293.3953958812627,4.914789512070934e-15,-1.661246018654612e-26
1976-10-01,164.656640781933,293.3953958812627,4.1240760505711255e-15,-1.84270426201944e-26
1976-11-01,166.688505035626,293.3953958812627,3.632871698953188e-15,-1.715754416359132e-26
1976-12-01,168.700889397765,293.3953958812627,2.9641155007965004e-15,-1.6678845534718367e-26
1977-01-01,169.821355023766,293.3953958812627,4.027953831208434e-15,-1.598073019378899e-26
1977-02-01,170.650089157203,293.3953958812627,4.504863765493273e-15,-1.4922610706658137e-26
1977-03-01,171.677395989685,293.3953958812627,4.48587098062086e-15,-1.409020817084171e-26
1977-04-01,173.55370636911803,293.3953958812627,4.3780532312333095e-15,-1.291001535262234e-26
1977-05-01,175.574423072063,293.3953958812627,4.4278548047821484e-15,-1.1316009699262604e-26
1977-06-01,177.442761589125,293.3953958812627,4.414230329255902e-15,-9.489693620386229e-27
1977-07-01,179.069037276969,293.3953958812627,4.44016458074751e-15,-7.60130946622108e-27
1977-08-01,180.760200221858,293.3953958812627,4.298245104349759e-15,-5.735242592973077e-27
1977-09-01,182.304115069928,293.3953958812627,4.794736751349668e-15,-4.122806078048043e-27
1977-10-01,183.506467195368,293.3953958812627,3.879880542106998e-15,-2.897938054375037e-27
1977-11-01,184.351678723523,293.3953958812627,4.101487348212167e-15,-2.2344447031121784e-27
1977-12-01,185.367605794108,293.3953958812627,4.5446966918038745e-15,-2.3509515076685108e-27
1978-01-01,185.636149505059,293.3953958812627,4.703862472338698e-15,-2.9514794847900274e-27
1978-02-01,185.715401046806,293.3953958812627,4.725866309494493e-15,-4.015614981072485e-27
1978-03-01,186.065520030863,293.3953958812627,4.726622361798978e-15,-5.099819809617152e-27
1978-04-01,187.748407999557,293.3953958812627,4.727513468650474e-15,-5.8560621024788525e-27
1978-05-01,189.601237751418,196.1083561191973,4.72839133238344e-15,-4.8244106501806075e-27
1978-06-01,191.180302819497,334.9695919326892,4.729269189719213e-15,-2.8486154805301477e-27
1978-07-01,193.146320026226,334.9695919326892,4.730137770759602e-15,-4.002848215218027e-27
1978-08-01,195.09850358095798,334.9695919326892,4.731107715938728e-15,-4.419695140131375e-27
1978-09-01,197.053833795021,334.9695919326892,4.717127293566916e-15,-4.75916997300708e-27
1978-10-01,201.332598352181,334.9695919326892,4.617823831186261e-15,-4.9814509561268694e-27
1978-11-01,205.74318174923397,334.9695919326892,4.396901787953247e-15,-5.095997907334299e-27
1978-12-01,210.12455050839404,334.9695919326892,4.530072685543728e-15,-5.091736924565565e-27
1979-01-01,215.505409772624,334.9695919326892,5.485933757908945e-15,-5.466741367885184e-27
